Paula painted a cake in a closet .	Paula ( 0 ) ; cake ( 3 ) ; closet ( 6 ) ; paint ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND nmod . in ( 3 , 6 )	prim_to_subj_proper
Zoe thought that a hippo cleaned .	Zoe ( 0 ) ; hippo ( 4 ) ; think ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 5 ) AND clean ( 5 ) AND agent ( 5 , 4 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
The princess teleported a cookie to the goose .	* princess ( 1 ) ; cookie ( 4 ) ; * goose ( 7 ) ; teleport ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND recipient ( 2 , 7 )	do_dative_to_pp_dative
A cockroach gave a pretzel to Olivia .	cockroach ( 1 ) ; pretzel ( 4 ) ; Olivia ( 6 ) ; give ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND recipient ( 2 , 6 )	obj_to_subj_common
The girl hoped that the hippo painted .	* girl ( 1 ) ; * hippo ( 5 ) ; hope ( 2 ) AND agent ( 2 , 1 ) AND ccomp ( 2 , 6 ) AND paint ( 6 ) AND agent ( 6 , 5 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
Emma declared that a cobra grew .	Emma ( 0 ) ; cobra ( 4 ) ; declare ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 5 ) AND grow ( 5 ) AND theme ( 5 , 4 )	only_seen_as_transitive_subj_as_unacc_subj
William tolerated that Charlie fed the cake on the stage to the boy .	William ( 0 ) ; Charlie ( 3 ) ; * cake ( 6 ) ; * stage ( 9 ) ; * boy ( 12 ) ; tolerate ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 4 ) AND feed ( 4 ) AND agent ( 4 , 3 ) AND theme ( 4 , 6 ) AND recipient ( 4 , 12 ) AND nmod . on ( 6 , 9 )	obj_to_subj_proper
Paula promised a chair beside the computer to Emma .	Paula ( 0 ) ; chair ( 3 ) ; * computer ( 6 ) ; Emma ( 8 ) ; promise ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND recipient ( 1 , 8 ) AND nmod . beside ( 3 , 6 )	prim_to_subj_proper
The queen froze the strawberry in the cabinet beside the shoe on the chair in the box on a road on a rock on a bench in a cage beside the bed on a vessel on the table beside the book .	* queen ( 1 ) ; * strawberry ( 4 ) ; * cabinet ( 7 ) ; * shoe ( 10 ) ; * chair ( 13 ) ; * box ( 16 ) ; road ( 19 ) ; rock ( 22 ) ; bench ( 25 ) ; cage ( 28 ) ; * bed ( 31 ) ; vessel ( 34 ) ; * table ( 37 ) ; * book ( 40 ) ; freeze ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . in ( 4 , 7 ) AND nmod . beside ( 7 , 10 ) AND nmod . on ( 10 , 13 ) AND nmod . in ( 13 , 16 ) AND nmod . on ( 16 , 19 ) AND nmod . on ( 19 , 22 ) AND nmod . on ( 22 , 25 ) AND nmod . in ( 25 , 28 ) AND nmod . beside ( 28 , 31 ) AND nmod . on ( 31 , 34 ) AND nmod . on ( 34 , 37 ) AND nmod . beside ( 37 , 40 )	pp_recursion
Charlie loaned the cake in a house to the girl .	Charlie ( 0 ) ; * cake ( 3 ) ; house ( 6 ) ; * girl ( 9 ) ; loan ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND recipient ( 1 , 9 ) AND nmod . in ( 3 , 6 )	obj_to_subj_proper
